class,x,y,landmark_index
RL,462,90,0
RL,423,101,1
RL,388,131,2
RL,353,164,3
RL,323,198,4
RL,304,235,5
RL,288,273,6
RL,275,305,7
RL,263,344,8
RL,248,382,9
RL,239,422,10
RL,227,459,11
RL,221,493,12
RL,217,534,13
RL,207,569,14
RL,201,610,15
RL,193,646,16
RL,185,684,17
RL,180,724,18
RL,172,760,19
RL,167,797,20
RL,174,835,21
RL,199,793,22
RL,236,757,23
RL,280,727,24
RL,330,704,25
RL,382,690,26
RL,433,678,27
RL,484,664,28
RL,523,654,29
RL,519,610,30
RL,502,567,31
RL,493,526,32
RL,502,487,33
RL,518,450,34
RL,530,409,35
RL,539,370,36
RL,545,325,37
RL,555,283,38
RL,557,243,39
RL,556,203,40
RL,555,164,41
RL,544,125,42
RL,510,93,43
LL,828,86,0
LL,866,103,1
LL,899,132,2
LL,934,167,3
LL,962,205,4
LL,983,238,5
LL,998,275,6
LL,1012,312,7
LL,1026,350,8
LL,1038,388,9
LL,1052,425,10
LL,1065,466,11
LL,1075,503,12
LL,1084,539,13
LL,1092,582,14
LL,1101,618,15
LL,1109,656,16
LL,1116,696,17
LL,1125,732,18
LL,1131,767,19
LL,1134,805,20
LL,1133,844,21
LL,1121,828,22
LL,1104,805,23
LL,1088,794,24
LL,1068,783,25
LL,1038,776,26
LL,1020,762,27
LL,1029,724,28
LL,1033,683,29
LL,1028,644,30
LL,1016,609,31
LL,1007,569,32
LL,997,531,33
LL,972,499,34
LL,939,468,35
LL,902,439,36
LL,872,407,37
LL,850,375,38
LL,828,340,39
LL,808,310,40
LL,789,288,41
LL,772,264,42
LL,748,248,43
LL,719,234,44
LL,711,202,45
LL,712,166,46
LL,722,130,47
LL,748,98,48
LL,785,82,49
H,524,645,0
H,499,593,1
H,492,541,2
H,497,492,3
H,515,440,4
H,539,395,5
H,567,367,6
H,605,351,7
H,645,345,8
H,684,346,9
H,725,348,10
H,766,350,11
H,817,374,12
H,872,430,13
H,928,503,14
H,973,570,15
H,1004,637,16
H,1016,707,17
H,986,761,18
H,926,787,19
H,863,788,20
H,805,786,21
H,747,773,22
H,689,755,23
H,630,730,24
H,573,693,25
