class,x,y,landmark_index
RL,404,74,0
RL,370,87,1
RL,334,117,2
RL,304,152,3
RL,288,191,4
RL,282,232,5
RL,275,269,6
RL,267,303,7
RL,255,339,8
RL,242,377,9
RL,232,414,10
RL,220,451,11
RL,212,487,12
RL,202,526,13
RL,189,561,14
RL,181,598,15
RL,177,633,16
RL,171,671,17
RL,168,710,18
RL,165,746,19
RL,166,785,20
RL,175,823,21
RL,206,792,22
RL,246,764,23
RL,286,745,24
RL,326,729,25
RL,364,718,26
RL,401,714,27
RL,436,706,28
RL,460,696,29
RL,451,647,30
RL,436,601,31
RL,432,557,32
RL,440,513,33
RL,456,469,34
RL,477,424,35
RL,501,377,36
RL,518,325,37
RL,527,276,38
RL,521,229,39
RL,510,185,40
RL,500,143,41
RL,483,105,42
RL,448,78,43
LL,752,73,0
LL,788,84,1
LL,822,107,2
LL,858,137,3
LL,886,171,4
LL,906,205,5
LL,922,242,6
LL,937,279,7
LL,951,316,8
LL,962,354,9
LL,979,392,10
LL,996,431,11
LL,1010,466,12
LL,1021,499,13
LL,1029,536,14
LL,1039,569,15
LL,1047,605,16
LL,1053,642,17
LL,1059,679,18
LL,1063,716,19
LL,1063,758,20
LL,1057,795,21
LL,1034,781,22
LL,1005,759,23
LL,981,746,24
LL,957,732,25
LL,922,726,26
LL,893,712,27
LL,892,673,28
LL,894,637,29
LL,894,603,30
LL,896,571,31
LL,894,540,32
LL,893,507,33
LL,882,475,34
LL,869,442,35
LL,846,411,36
LL,821,381,37
LL,798,354,38
LL,770,331,39
LL,746,309,40
LL,728,294,41
LL,714,273,42
LL,694,257,43
LL,675,242,44
LL,675,207,45
LL,677,167,46
LL,679,129,47
LL,695,95,48
LL,719,77,49
H,466,700,0
H,440,646,1
H,436,588,2
H,441,531,3
H,460,472,4
H,488,420,5
H,525,390,6
H,564,371,7
H,598,362,8
H,637,355,9
H,675,349,10
H,709,339,11
H,751,354,12
H,800,397,13
H,848,460,14
H,885,516,15
H,915,580,16
H,935,647,17
H,923,714,18
H,879,759,19
H,813,782,20
H,747,792,21
H,688,791,22
H,632,784,23
H,576,769,24
H,519,742,25
