class,x,y,landmark_index
RL,758,244,0
RL,708,253,1
RL,657,293,2
RL,606,340,3
RL,561,387,4
RL,521,436,5
RL,490,484,6
RL,461,527,7
RL,435,577,8
RL,414,629,9
RL,395,682,10
RL,376,733,11
RL,361,780,12
RL,351,833,13
RL,334,881,14
RL,324,933,15
RL,319,981,16
RL,309,1029,17
RL,302,1080,18
RL,294,1126,19
RL,286,1172,20
RL,292,1218,21
RL,330,1162,22
RL,386,1114,23
RL,456,1079,24
RL,531,1054,25
RL,602,1048,26
RL,671,1049,27
RL,732,1046,28
RL,771,1045,29
RL,750,989,30
RL,712,928,31
RL,691,869,32
RL,699,815,33
RL,723,760,34
RL,743,703,35
RL,767,646,36
RL,797,583,37
RL,835,527,38
RL,854,473,39
RL,861,419,40
RL,866,363,41
RL,858,305,42
RL,817,257,43
LL,1174,246,0
LL,1224,267,1
LL,1269,304,2
LL,1314,351,3
LL,1358,401,4
LL,1392,446,5
LL,1419,494,6
LL,1450,544,7
LL,1476,593,8
LL,1496,645,9
LL,1518,695,10
LL,1535,749,11
LL,1549,800,12
LL,1560,848,13
LL,1568,905,14
LL,1579,953,15
LL,1587,1006,16
LL,1593,1063,17
LL,1601,1112,18
LL,1605,1158,19
LL,1605,1208,20
LL,1601,1250,21
LL,1579,1211,22
LL,1544,1164,23
LL,1502,1138,24
LL,1456,1115,25
LL,1405,1110,26
LL,1369,1102,27
LL,1381,1065,28
LL,1402,1026,29
LL,1416,986,30
LL,1419,947,31
LL,1406,899,32
LL,1385,851,33
LL,1348,808,34
LL,1307,768,35
LL,1262,731,36
LL,1224,691,37
LL,1195,655,38
LL,1165,618,39
LL,1140,581,40
LL,1121,554,41
LL,1110,517,42
LL,1086,489,43
LL,1055,464,44
LL,1048,417,45
LL,1045,365,46
LL,1051,315,47
LL,1080,271,48
LL,1123,245,49
H,754,1017,0
H,708,947,1
H,693,873,2
H,700,801,3
H,727,724,4
H,764,658,5
H,813,619,6
H,876,600,7
H,933,594,8
H,986,595,9
H,1037,594,10
H,1093,594,11
H,1160,625,12
H,1233,696,13
H,1311,787,14
H,1372,866,15
H,1402,948,16
H,1412,1034,17
H,1374,1098,18
H,1300,1126,19
H,1222,1128,20
H,1147,1136,21
H,1068,1132,22
H,995,1124,23
H,917,1107,24
H,833,1073,25
