class,x,y,landmark_index
RL,752,94,0
RL,706,109,1
RL,659,148,2
RL,608,194,3
RL,561,239,4
RL,524,286,5
RL,493,336,6
RL,461,380,7
RL,432,430,8
RL,409,484,9
RL,392,534,10
RL,375,587,11
RL,360,638,12
RL,352,693,13
RL,339,744,14
RL,330,798,15
RL,322,848,16
RL,312,898,17
RL,307,949,18
RL,304,998,19
RL,299,1047,20
RL,306,1095,21
RL,343,1033,22
RL,397,978,23
RL,464,933,24
RL,538,899,25
RL,613,883,26
RL,686,872,27
RL,758,857,28
RL,808,854,29
RL,792,798,30
RL,758,741,31
RL,737,688,32
RL,733,640,33
RL,743,589,34
RL,752,539,35
RL,763,482,36
RL,777,420,37
RL,803,364,38
RL,820,309,39
RL,836,255,40
RL,849,204,41
RL,849,149,42
RL,810,103,43
LL,1178,85,0
LL,1234,111,1
LL,1289,151,2
LL,1349,198,3
LL,1400,249,4
LL,1439,296,5
LL,1473,347,6
LL,1505,396,7
LL,1534,448,8
LL,1557,500,9
LL,1577,553,10
LL,1595,606,11
LL,1611,657,12
LL,1627,707,13
LL,1636,760,14
LL,1647,811,15
LL,1660,862,16
LL,1667,917,17
LL,1672,969,18
LL,1674,1018,19
LL,1674,1068,20
LL,1667,1107,21
LL,1636,1065,22
LL,1588,1016,23
LL,1533,987,24
LL,1475,962,25
LL,1403,955,26
LL,1346,944,27
LL,1345,905,28
LL,1362,866,29
LL,1380,828,30
LL,1389,786,31
LL,1379,739,32
LL,1366,694,33
LL,1348,648,34
LL,1322,602,35
LL,1294,560,36
LL,1275,518,37
LL,1263,475,38
LL,1245,431,39
LL,1225,387,40
LL,1209,349,41
LL,1192,308,42
LL,1156,277,43
LL,1108,254,44
LL,1082,214,45
LL,1070,173,46
LL,1069,130,47
LL,1090,94,48
LL,1128,79,49
H,784,834,0
H,745,769,1
H,733,709,2
H,730,649,3
H,748,583,4
H,781,528,5
H,834,497,6
H,901,480,7
H,962,477,8
H,1023,478,9
H,1081,479,10
H,1135,484,11
H,1202,516,12
H,1267,583,13
H,1328,672,14
H,1366,748,15
H,1379,818,16
H,1381,888,17
H,1354,944,18
H,1296,962,19
H,1226,968,20
H,1161,974,21
H,1089,964,22
H,1014,948,23
H,942,926,24
H,858,886,25
