class,x,y,landmark_index
RL,657,113,0
RL,616,118,1
RL,569,144,2
RL,515,177,3
RL,466,216,4
RL,424,263,5
RL,385,310,6
RL,350,353,7
RL,321,400,8
RL,296,448,9
RL,275,495,10
RL,257,543,11
RL,242,590,12
RL,232,641,13
RL,219,689,14
RL,209,741,15
RL,204,790,16
RL,196,838,17
RL,190,888,18
RL,184,934,19
RL,177,979,20
RL,185,1021,21
RL,223,975,22
RL,277,933,23
RL,341,904,24
RL,408,885,25
RL,471,882,26
RL,533,883,27
RL,594,886,28
RL,639,888,29
RL,637,833,30
RL,622,773,31
RL,613,716,32
RL,622,664,33
RL,639,612,34
RL,654,559,35
RL,669,506,36
RL,680,449,37
RL,694,398,38
RL,703,343,39
RL,713,289,40
RL,724,234,41
RL,726,178,42
RL,700,129,43
LL,1005,153,0
LL,1043,174,1
LL,1077,209,2
LL,1113,253,3
LL,1148,302,4
LL,1177,348,5
LL,1200,395,6
LL,1227,442,7
LL,1253,489,8
LL,1272,536,9
LL,1289,583,10
LL,1302,633,11
LL,1311,681,12
LL,1315,725,13
LL,1317,775,14
LL,1317,820,15
LL,1320,867,16
LL,1321,917,17
LL,1324,964,18
LL,1324,1011,19
LL,1321,1059,20
LL,1314,1095,21
LL,1296,1056,22
LL,1267,1006,23
LL,1230,975,24
LL,1187,951,25
LL,1138,943,26
LL,1103,935,27
LL,1102,903,28
LL,1107,869,29
LL,1107,836,30
LL,1104,800,31
LL,1094,761,32
LL,1082,723,33
LL,1067,683,34
LL,1049,645,35
LL,1024,607,36
LL,1004,568,37
LL,992,532,38
LL,978,496,39
LL,966,461,40
LL,961,430,41
LL,961,393,42
LL,946,361,43
LL,918,334,44
LL,907,293,45
LL,905,247,46
LL,909,202,47
LL,931,166,48
LL,965,147,49
H,632,880,0
H,613,816,1
H,613,747,2
H,620,679,3
H,642,610,4
H,673,554,5
H,717,525,6
H,772,512,7
H,815,514,8
H,851,519,9
H,894,522,10
H,934,526,11
H,976,552,12
H,1017,612,13
H,1056,688,14
H,1084,754,15
H,1103,817,16
H,1116,884,17
H,1098,936,18
H,1047,959,19
H,984,967,20
H,920,982,21
H,854,983,22
H,801,980,23
H,744,965,24
H,681,934,25
