class,x,y,landmark_index
RL,691,249,0
RL,623,258,1
RL,548,296,2
RL,473,341,3
RL,405,395,4
RL,350,454,5
RL,312,512,6
RL,283,567,7
RL,257,629,8
RL,236,690,9
RL,221,752,10
RL,207,813,11
RL,197,868,12
RL,195,931,13
RL,185,992,14
RL,182,1056,15
RL,181,1117,16
RL,172,1180,17
RL,166,1241,18
RL,157,1295,19
RL,149,1351,20
RL,156,1400,21
RL,194,1339,22
RL,254,1282,23
RL,332,1236,24
RL,416,1206,25
RL,498,1193,26
RL,576,1187,27
RL,647,1180,28
RL,692,1172,29
RL,679,1104,30
RL,651,1036,31
RL,644,970,32
RL,665,907,33
RL,701,842,34
RL,734,777,35
RL,762,714,36
RL,782,643,37
RL,802,576,38
RL,810,511,39
RL,818,445,40
RL,825,378,41
RL,812,313,42
RL,764,261,43
LL,1189,264,0
LL,1252,282,1
LL,1314,321,2
LL,1378,371,3
LL,1435,428,4
LL,1480,480,5
LL,1511,536,6
LL,1538,594,7
LL,1563,651,8
LL,1579,710,9
LL,1595,768,10
LL,1605,827,11
LL,1614,885,12
LL,1620,941,13
LL,1623,1005,14
LL,1630,1063,15
LL,1638,1120,16
LL,1646,1184,17
LL,1658,1242,18
LL,1664,1294,19
LL,1663,1355,20
LL,1655,1404,21
LL,1631,1369,22
LL,1597,1323,23
LL,1558,1292,24
LL,1511,1261,25
LL,1450,1247,26
LL,1402,1233,27
LL,1399,1192,28
LL,1408,1143,29
LL,1416,1095,30
LL,1413,1050,31
LL,1399,999,32
LL,1378,951,33
LL,1344,903,34
LL,1309,858,35
LL,1268,813,36
LL,1233,763,37
LL,1205,715,38
LL,1164,668,39
LL,1123,629,40
LL,1092,600,41
LL,1077,564,42
LL,1055,535,43
LL,1025,507,44
LL,1019,455,45
LL,1022,396,46
LL,1037,341,47
LL,1075,291,48
LL,1127,263,49
H,688,1156,0
H,645,1078,1
H,635,997,2
H,646,922,3
H,683,844,4
H,731,773,5
H,792,732,6
H,854,710,7
H,911,701,8
H,971,696,9
H,1033,690,10
H,1091,685,11
H,1162,715,12
H,1234,785,13
H,1309,881,14
H,1369,968,15
H,1410,1056,16
H,1429,1146,17
H,1398,1219,18
H,1327,1256,19
H,1232,1267,20
H,1136,1286,21
H,1039,1286,22
H,952,1276,23
H,863,1256,24
H,771,1221,25
