class,x,y,landmark_index
RL,359,73,0
RL,327,85,1
RL,295,113,2
RL,266,140,3
RL,240,171,4
RL,220,201,5
RL,207,232,6
RL,200,258,7
RL,192,287,8
RL,183,316,9
RL,176,346,10
RL,171,377,11
RL,169,406,12
RL,165,439,13
RL,156,472,14
RL,149,505,15
RL,146,535,16
RL,138,567,17
RL,131,599,18
RL,130,630,19
RL,134,663,20
RL,144,701,21
RL,164,678,22
RL,186,656,23
RL,211,635,24
RL,238,618,25
RL,267,604,26
RL,297,587,27
RL,331,568,28
RL,363,551,29
RL,368,511,30
RL,355,474,31
RL,344,440,32
RL,346,406,33
RL,354,376,34
RL,362,340,35
RL,373,303,36
RL,391,262,37
RL,411,225,38
RL,423,189,39
RL,426,156,40
RL,427,123,41
RL,420,95,42
RL,395,73,43
LL,605,62,0
LL,632,69,1
LL,658,84,2
LL,685,103,3
LL,709,127,4
LL,729,151,5
LL,743,177,6
LL,757,204,7
LL,773,228,8
LL,786,254,9
LL,804,282,10
LL,821,309,11
LL,832,334,12
LL,838,359,13
LL,841,386,14
LL,845,410,15
LL,848,434,16
LL,849,460,17
LL,851,485,18
LL,852,510,19
LL,854,540,20
LL,857,569,21
LL,849,566,22
LL,836,562,23
LL,827,563,24
LL,818,563,25
LL,800,563,26
LL,784,554,27
LL,785,524,28
LL,788,492,29
LL,790,457,30
LL,790,425,31
LL,784,396,32
LL,771,367,33
LL,748,342,34
LL,720,320,35
LL,688,300,36
LL,662,281,37
LL,647,260,38
LL,633,235,39
LL,623,209,40
LL,613,188,41
LL,600,165,42
LL,577,153,43
LL,552,148,44
LL,545,132,45
LL,545,114,46
LL,547,93,47
LL,556,73,48
LL,577,62,49
H,374,516,0
H,353,481,1
H,343,443,2
H,343,405,3
H,354,362,4
H,374,322,5
H,399,291,6
H,432,270,7
H,462,258,8
H,491,250,9
H,525,243,10
H,558,236,11
H,601,248,12
H,653,282,13
H,703,333,14
H,742,384,15
H,771,441,16
H,784,503,17
H,764,561,18
H,718,597,19
H,657,608,20
H,598,611,21
H,542,599,22
H,499,586,23
H,455,570,24
H,410,546,25
