class,x,y,landmark_index
RL,764,158,0
RL,709,171,1
RL,650,215,2
RL,589,264,3
RL,531,314,4
RL,484,368,5
RL,449,423,6
RL,418,474,7
RL,388,532,8
RL,360,591,9
RL,336,650,10
RL,314,709,11
RL,299,763,12
RL,292,824,13
RL,276,881,14
RL,267,943,15
RL,263,999,16
RL,250,1058,17
RL,242,1117,18
RL,236,1170,19
RL,229,1224,20
RL,236,1276,21
RL,270,1209,22
RL,323,1148,23
RL,393,1097,24
RL,469,1057,25
RL,546,1039,26
RL,620,1032,27
RL,688,1027,28
RL,734,1026,29
RL,721,969,30
RL,695,907,31
RL,683,844,32
RL,696,785,33
RL,726,727,34
RL,750,665,35
RL,773,603,36
RL,792,532,37
RL,816,467,38
RL,832,404,39
RL,847,340,40
RL,861,278,41
RL,860,217,42
RL,823,167,43
LL,1192,177,0
LL,1241,194,1
LL,1291,226,2
LL,1343,272,3
LL,1387,321,4
LL,1423,369,5
LL,1451,419,6
LL,1476,469,7
LL,1504,521,8
LL,1526,572,9
LL,1547,623,10
LL,1569,677,11
LL,1585,728,12
LL,1597,776,13
LL,1605,832,14
LL,1614,883,15
LL,1625,934,16
LL,1631,989,17
LL,1641,1039,18
LL,1646,1086,19
LL,1646,1139,20
LL,1640,1183,21
LL,1617,1151,22
LL,1582,1111,23
LL,1544,1089,24
LL,1499,1064,25
LL,1437,1058,26
LL,1389,1052,27
LL,1384,1019,28
LL,1394,984,29
LL,1403,942,30
LL,1402,900,31
LL,1383,852,32
LL,1359,805,33
LL,1325,762,34
LL,1287,723,35
LL,1251,684,36
LL,1227,644,37
LL,1212,604,38
LL,1193,562,39
LL,1173,521,40
LL,1154,488,41
LL,1141,448,42
LL,1120,415,43
LL,1092,389,44
LL,1083,341,45
LL,1078,291,46
LL,1081,243,47
LL,1105,199,48
LL,1145,177,49
H,725,998,0
H,689,920,1
H,685,837,2
H,699,757,3
H,736,673,4
H,779,597,5
H,827,555,6
H,886,533,7
H,940,530,8
H,990,535,9
H,1044,540,10
H,1096,546,11
H,1156,583,12
H,1220,654,13
H,1285,746,14
H,1336,825,15
H,1370,907,16
H,1384,989,17
H,1355,1054,18
H,1289,1091,19
H,1208,1108,20
H,1128,1127,21
H,1043,1127,22
H,969,1118,23
H,886,1099,24
H,802,1061,25
